number,nmck,final_price,drop_pct,winner_id,has_result
0813500000126009329,4935000.0,3454500.0,30.0,121307244,1
0372100041326000359,351532.22,351532.22,0.0,121216658,1
0356100024926000022,2191033.33,1194112.86,45.5,240,1
0813500000126009086,4008900.0,2660000.0,33.65,121301278,1
0372200289126000033,329083.21,252000.0,23.42,3241635,1
0317300253026000006,3249036.02,2900000.0,10.74,121286303,1
0335200014926001658,42359326.33,40799998.84,3.68,121246796,1
0162200011826001237,2300000.0,2190000.0,4.78,121194240,1
0145200000426000688,434836.6,94017.53,78.38,6,1
0387300124026000004,3850000.0,2500000.0,35.06,3244462,1
0883500122726000004,106894.17,67140.0,37.19,121289802,1
0348100051726000042,433072.32,369000.0,14.79,3,1
0373100006526000006,34780560.0,32500000.0,6.56,1,1
0372200230126000007,427363.97,318386.0,25.5,3227165,1
0819600006026000112,51030.0,50774.85,0.5,1,1
0355300047926000006,73323708.0,28471280.1,61.17,3220624,1
0817200000326007034,899186.0,521527.88,42.0,121229527,1
0819600006026000110,12586.67,9372.01,25.54,2,1
0372200044026000044,1691000.01,1398081.0,17.32,121203820,1
0819600006026000104,329686.02,328037.59,0.5,2,1
0846600001226000040,1884229.89,1686385.74,10.5,32,1
0340200003326006082,947708.61,710300.0,25.05,102,1
0372200044026000045,2016000.0,1195600.87,40.69,121228558,1
0372200044026000042,1329800.0,1069000.0,19.61,121224503,1
0372200044026000046,357560.0,174000.0,51.34,121214022,1
0329100013426000009,12801041.11,6976567.0,45.5,3092584,1
0819600006026000105,347315.31,283061.85,18.5,1,1
0371100006926000060,2394400.12,2359400.0,1.46,3215516,1
0372200224326000002,12100.1,10500.0,13.22,2958785,1
0372200229126000015,2176999.98,1650000.0,24.21,121196364,1
0318200005726000006,595612.75,340000.0,42.92,121196846,1
0318200005726000007,312692.34,264411.0,15.44,121205674,1
0360100031426000012,19364420.0,16169290.7,16.5,85,1
0119200000126007694,86608.0,76200.0,12.02,51,1
0372200164626000029,911470.25,783000.0,14.09,2,1
0133200001726001279,1663556.99,1156171.8,30.5,121196969,1
0335300063826000003,123023.66,99000.0,19.53,121197761,1
